,smiles
27904,P(=O)(O)CCOCC(O)
27905,P(=O)(O)CCOCCc1ccc([N+](=O)[O-])cc1
27906,P(=O)(O)CCOCCCN
27907,P(=O)(O)CCOCCCCOC(=O)
27908,P(=O)(O)CCOCCOCO
27909,P(=O)(O)CCOCCCO
27910,P(=O)(O)CCOCCS(=O)(=O)
27911,P(=O)(O)CCOCCc2ccccc2
27912,P(=O)(O)CCOCCOCCOCC
27913,P(=O)(O)CCOCCOC(=O)
27914,P(=O)(O)CCOCC/N
27915,P(=O)(O)CCOCC=N
27916,P(=O)(O)CCOCCCCN(CC)C(=O)
27917,P(=O)(O)CCOCCC(=O)N(CC)
27918,P(=O)(O)CC(=O)NOCC
27919,P(=O)(O)CC(=O)NNC(=O)
27920,P(=O)(O)CC(=O)NC(F)
27921,P(=O)(O)CC(=O)NC(F)(F)
27922,P(=O)(O)CC(=O)NC(F)(F)F
27923,P(=O)(O)CC(=O)NCC(C(=O)O)
27924,P(=O)(O)CC(=O)Nc1ccccn1
27925,P(=O)(O)CC(=O)Nc1ccccc1
27926,P(=O)(O)CC(=O)NCC(O)
27927,P(=O)(O)CC(=O)NC1CCCCC1
27928,P(=O)(O)CC(=O)NC(=O)O
27929,P(=O)(O)CC(=O)NCC(=O)
27930,P(=O)(O)CC(=O)NCC(C)
27931,P(=O)(O)CC(=O)NCCNC(=O)
27932,P(=O)(O)CC(=O)NCCS
27933,P(=O)(O)CC(=O)NCCO
27934,P(=O)(O)CC(=O)N=O
27935,P(=O)(O)CC(=O)NCCCO
27936,P(=O)(O)CC(=O)NC(C(=O)O)
27937,P(=O)(O)CC(=O)NC(C)
27938,P(=O)(O)CC(=O)NC(C)=O
27939,P(=O)(O)CC(=O)N(O)
27940,P(=O)(O)CC(=O)Nc1ccc([N+](=O)[O-])cc1
27941,P(=O)(O)CC(=O)NCN
27942,P(=O)(O)CC(=O)NCCOC(=O)
27943,P(=O)(O)CC(=O)NOCO
27944,P(=O)(O)CC(=O)NCO
27945,P(=O)(O)CC(=O)NS(=O)(=O)
27946,P(=O)(O)CC(=O)Nc2ccccc2
27947,P(=O)(O)CC(=O)NOCCOCC
27948,P(=O)(O)CC(=O)NOC(=O)
27949,P(=O)(O)CC(=O)N/N
27950,P(=O)(O)CC(=O)N=N
27951,P(=O)(O)CC(=O)NCCN(CC)C(=O)
27952,P(=O)(O)CC(=O)NC(=O)N(CC)
27953,P(=O)(O)OCCNC(=O)
27954,P(=O)(O)OCCC(F)
27955,P(=O)(O)OCCC(F)(F)
27956,P(=O)(O)OCCC(F)(F)F
27957,P(=O)(O)OCCCC(C(=O)O)
27958,P(=O)(O)OCCc1ccccn1
27959,P(=O)(O)OCCc1ccccc1
27960,P(=O)(O)OCCCC(O)
27961,P(=O)(O)OCCC1CCCCC1
27962,P(=O)(O)OCCC(=O)O
27963,P(=O)(O)OCCCC(=O)
27964,P(=O)(O)OCCCC(C)
27965,P(=O)(O)OCCCCNC(=O)
27966,P(=O)(O)OCCCCS
27967,P(=O)(O)OCCCCO
27968,P(=O)(O)OCC=O
27969,P(=O)(O)OCCCCCO
27970,P(=O)(O)OCCC(C(=O)O)
27971,P(=O)(O)OCCC(C)
27972,P(=O)(O)OCCC(C)=O
27973,P(=O)(O)OCC(O)
27974,P(=O)(O)OCCc1ccc([N+](=O)[O-])cc1
27975,P(=O)(O)OCCCN
27976,P(=O)(O)OCCCCOC(=O)
27977,P(=O)(O)OCCOCO
27978,P(=O)(O)OCCCO
27979,P(=O)(O)OCCS(=O)(=O)
27980,P(=O)(O)OCCc2ccccc2
27981,P(=O)(O)OCCOCCOCC
27982,P(=O)(O)OCCOC(=O)
27983,P(=O)(O)OCC/N
27984,P(=O)(O)OCC=N
27985,P(=O)(O)OCCCCN(CC)C(=O)
27986,P(=O)(O)OCCC(=O)N(CC)
27987,P(=O)(O)NC(=O)C(F)
27988,P(=O)(O)NC(=O)C(F)(F)
27989,P(=O)(O)NC(=O)C(F)(F)F
27990,P(=O)(O)NC(=O)CC(C(=O)O)
27991,P(=O)(O)NC(=O)c1ccccn1
27992,P(=O)(O)NC(=O)c1ccccc1
27993,P(=O)(O)NC(=O)CC(O)
27994,P(=O)(O)NC(=O)C1CCCCC1
27995,P(=O)(O)NC(=O)C(=O)O
27996,P(=O)(O)NC(=O)CC(=O)
27997,P(=O)(O)NC(=O)CC(C)
27998,P(=O)(O)NC(=O)CCNC(=O)
27999,P(=O)(O)NC(=O)CCS
28000,P(=O)(O)NC(=O)CCO
28001,P(=O)(O)NC(=O)CCCO
28002,P(=O)(O)NC(=O)C(C(=O)O)
28003,P(=O)(O)NC(=O)C(C)
28004,P(=O)(O)NC(=O)C(C)=O
28005,P(=O)(O)NC(=O)(O)
28006,P(=O)(O)NC(=O)c1ccc([N+](=O)[O-])cc1
28007,P(=O)(O)NC(=O)CN
28008,P(=O)(O)NC(=O)CCOC(=O)
28009,P(=O)(O)NC(=O)OCO
28010,P(=O)(O)NC(=O)CO
28011,P(=O)(O)NC(=O)S(=O)(=O)
28012,P(=O)(O)NC(=O)c2ccccc2
28013,P(=O)(O)NC(=O)OCCOCC
28014,P(=O)(O)NC(=O)OC(=O)
28015,P(=O)(O)NC(=O)/N
28016,P(=O)(O)NC(=O)CCN(CC)C(=O)
28017,P(=O)(O)NC(=O)C(=O)N(CC)
28018,P(=O)(O)C(F)C(F)(F)
28019,P(=O)(O)C(F)C(F)(F)F
28020,P(=O)(O)C(F)CC(C(=O)O)
28021,P(=O)(O)C(F)c1ccccn1
28022,P(=O)(O)C(F)c1ccccc1
28023,P(=O)(O)C(F)CC(O)
28024,P(=O)(O)C(F)C1CCCCC1
28025,P(=O)(O)C(F)C(=O)O
28026,P(=O)(O)C(F)CC(=O)
28027,P(=O)(O)C(F)CC(C)
28028,P(=O)(O)C(F)CCNC(=O)
28029,P(=O)(O)C(F)CCS
28030,P(=O)(O)C(F)CCO
28031,P(=O)(O)C(F)=O
28032,P(=O)(O)C(F)CCCO
28033,P(=O)(O)C(F)C(C(=O)O)
28034,P(=O)(O)C(F)C(C)
28035,P(=O)(O)C(F)C(C)=O
28036,P(=O)(O)C(F)(O)
28037,P(=O)(O)C(F)c1ccc([N+](=O)[O-])cc1
28038,P(=O)(O)C(F)CN
28039,P(=O)(O)C(F)CCOC(=O)
28040,P(=O)(O)C(F)OCO
28041,P(=O)(O)C(F)CO
28042,P(=O)(O)C(F)S(=O)(=O)
28043,P(=O)(O)C(F)c2ccccc2
28044,P(=O)(O)C(F)OCCOCC
28045,P(=O)(O)C(F)OC(=O)
28046,P(=O)(O)C(F)/N
28047,P(=O)(O)C(F)=N
28048,P(=O)(O)C(F)CCN(CC)C(=O)
28049,P(=O)(O)C(F)C(=O)N(CC)
28050,P(=O)(O)(OC(F)(F)F)
28051,P(=O)(O)(Oc1ccccn1)
28052,P(=O)(O)(OCCO)
28053,P(=O)(O)(Oc1ccccc1)
28054,P(=O)(O)(OC(C)=O)
28055,P(=O)(O)(OS(=O)(=O)O)
28056,P(=O)(O)(Oc2ccccc2)
28057,P(=O)(O)(OC)
28058,P(=O)(O)(OC)O
28059,P(=O)(O)(OCC)
28060,P(=O)(O)C(F)(F)C(F)(F)F
28061,P(=O)(O)C(F)(F)CC(C(=O)O)
28062,P(=O)(O)C(F)(F)c1ccccn1
28063,P(=O)(O)C(F)(F)c1ccccc1
28064,P(=O)(O)C(F)(F)CC(O)
28065,P(=O)(O)C(F)(F)C1CCCCC1
28066,P(=O)(O)C(F)(F)C(=O)O
28067,P(=O)(O)C(F)(F)CC(=O)
28068,P(=O)(O)C(F)(F)CC(C)
28069,P(=O)(O)C(F)(F)CCNC(=O)
28070,P(=O)(O)C(F)(F)CCS
28071,P(=O)(O)C(F)(F)CCO
28072,P(=O)(O)C(F)(F)CCCO
28073,P(=O)(O)C(F)(F)C(C(=O)O)
28074,P(=O)(O)C(F)(F)C(C)
28075,P(=O)(O)C(F)(F)C(C)=O
28076,P(=O)(O)C(F)(F)(O)
28077,P(=O)(O)C(F)(F)c1ccc([N+](=O)[O-])cc1
28078,P(=O)(O)C(F)(F)CN
28079,P(=O)(O)C(F)(F)CCOC(=O)
28080,P(=O)(O)C(F)(F)OCO
28081,P(=O)(O)C(F)(F)CO
28082,P(=O)(O)C(F)(F)S(=O)(=O)
28083,P(=O)(O)C(F)(F)c2ccccc2
28084,P(=O)(O)C(F)(F)OCCOCC
28085,P(=O)(O)C(F)(F)OC(=O)
28086,P(=O)(O)C(F)(F)/N
28087,P(=O)(O)C(F)(F)CCN(CC)C(=O)
28088,P(=O)(O)C(F)(F)C(=O)N(CC)
28089,P(=O)(O)CC(C(=O)O)c1ccccn1
28090,P(=O)(O)CC(C(=O)O)c1ccccc1
28091,P(=O)(O)CC(C(=O)O)CC(O)
28092,P(=O)(O)CC(C(=O)O)C1CCCCC1
28093,P(=O)(O)CC(C(=O)O)C(=O)O
28094,P(=O)(O)CC(C(=O)O)CC(=O)
28095,P(=O)(O)CC(C(=O)O)CC(C)
28096,P(=O)(O)CC(C(=O)O)CCNC(=O)
28097,P(=O)(O)CC(C(=O)O)CCS
28098,P(=O)(O)CC(C(=O)O)CCO
28099,P(=O)(O)CC(C(=O)O)=O
28100,P(=O)(O)CC(C(=O)O)CCCO
28101,P(=O)(O)CC(C(=O)O)C(C(=O)O)
28102,P(=O)(O)CC(C(=O)O)C(C)
28103,P(=O)(O)CC(C(=O)O)C(C)=O
28104,P(=O)(O)CC(C(=O)O)(O)
28105,P(=O)(O)CC(C(=O)O)c1ccc([N+](=O)[O-])cc1
28106,P(=O)(O)CC(C(=O)O)CN
28107,P(=O)(O)CC(C(=O)O)CCOC(=O)
28108,P(=O)(O)CC(C(=O)O)OCO
28109,P(=O)(O)CC(C(=O)O)CO
28110,P(=O)(O)CC(C(=O)O)S(=O)(=O)
28111,P(=O)(O)CC(C(=O)O)c2ccccc2
28112,P(=O)(O)CC(C(=O)O)OCCOCC
28113,P(=O)(O)CC(C(=O)O)OC(=O)
28114,P(=O)(O)CC(C(=O)O)/N
28115,P(=O)(O)CC(C(=O)O)=N
28116,P(=O)(O)CC(C(=O)O)CCN(CC)C(=O)
28117,P(=O)(O)CC(C(=O)O)C(=O)N(CC)
28118,P(=O)(O)C(Nc1ccccn1)
28119,P(=O)(O)C(NCCO)
28120,P(=O)(O)C(N=O)
28121,P(=O)(O)C(Nc1ccccc1)
28122,P(=O)(O)C(NC(C)=O)
28123,P(=O)(O)C(NS(=O)(=O)O)
28124,P(=O)(O)C(Nc2ccccc2)
28125,P(=O)(O)C(NC)
28126,P(=O)(O)C(NC)O
28127,P(=O)(O)C(NCC)
28128,P(=O)(O)CCNC(c1ccccn1)
28129,P(=O)(O)CCNC(CCO)
28130,P(=O)(O)CCNC(=O)
28131,P(=O)(O)CCNC(c1ccccc1)
28132,P(=O)(O)CCNC(C(C)=O)
28133,P(=O)(O)CCNC(S(=O)(=O)O)
28134,P(=O)(O)CCNC(c2ccccc2)
28135,P(=O)(O)CCNC(C)
28136,P(=O)(O)CCNC(C)O
28137,P(=O)(O)CCNC(CC)
28138,P(=O)(O)c1ccccn1=O
28139,P(=O)(O)c1ccccc1CC(O)
28140,P(=O)(O)c1ccccc1C1CCCCC1
28141,P(=O)(O)c1ccccc1C(=O)O
28142,P(=O)(O)c1ccccc1CC(=O)
28143,P(=O)(O)c1ccccc1CC(C)
28144,P(=O)(O)c1ccccc1CCNC(=O)
28145,P(=O)(O)c1ccccc1CCS
28146,P(=O)(O)c1ccccc1CCO
28147,P(=O)(O)c1ccccc1CCCO
28148,P(=O)(O)c1ccccc1C(C(=O)O)
28149,P(=O)(O)c1ccccc1C(C)
28150,P(=O)(O)c1ccccc1C(C)=O
28151,P(=O)(O)c1ccccc1(O)
28152,P(=O)(O)c1ccccc1c1ccc([N+](=O)[O-])cc1
28153,P(=O)(O)c1ccccc1CN
28154,P(=O)(O)c1ccccc1CCOC(=O)
28155,P(=O)(O)c1ccccc1OCO
28156,P(=O)(O)c1ccccc1CO
28157,P(=O)(O)c1ccccc1S(=O)(=O)
28158,P(=O)(O)c1ccccc1c2ccccc2
28159,P(=O)(O)c1ccccc1OCCOCC
28160,P(=O)(O)c1ccccc1OC(=O)
28161,P(=O)(O)c1ccccc1/N
28162,P(=O)(O)c1ccccc1CCN(CC)C(=O)
28163,P(=O)(O)c1ccccc1C(=O)N(CC)
28164,P(=O)(O)CC(O)C1CCCCC1
28165,P(=O)(O)CC(O)C(=O)O
28166,P(=O)(O)CC(O)CC(=O)
28167,P(=O)(O)CC(O)CC(C)
28168,P(=O)(O)CC(O)CCNC(=O)
28169,P(=O)(O)CC(O)CCS
28170,P(=O)(O)CC(O)CCO
28171,P(=O)(O)CC(O)=O
28172,P(=O)(O)CC(O)CCCO
28173,P(=O)(O)CC(O)C(C(=O)O)
28174,P(=O)(O)CC(O)C(C)
28175,P(=O)(O)CC(O)C(C)=O
28176,P(=O)(O)CC(O)(O)
28177,P(=O)(O)CC(O)c1ccc([N+](=O)[O-])cc1
28178,P(=O)(O)CC(O)CN
28179,P(=O)(O)CC(O)CCOC(=O)
28180,P(=O)(O)CC(O)OCO
28181,P(=O)(O)CC(O)CO
28182,P(=O)(O)CC(O)S(=O)(=O)
28183,P(=O)(O)CC(O)c2ccccc2
28184,P(=O)(O)CC(O)OCCOCC
28185,P(=O)(O)CC(O)OC(=O)
28186,P(=O)(O)CC(O)/N
28187,P(=O)(O)CC(O)=N
28188,P(=O)(O)CC(O)CCN(CC)C(=O)
28189,P(=O)(O)CC(O)C(=O)N(CC)
28190,P(=O)(O)C1CCCCC1C(=O)O
28191,P(=O)(O)C1CCCCC1CC(=O)
28192,P(=O)(O)C1CCCCC1CC(C)
28193,P(=O)(O)C1CCCCC1CCNC(=O)
28194,P(=O)(O)C1CCCCC1CCS
28195,P(=O)(O)C1CCCCC1CCO
28196,P(=O)(O)C1CCCCC1=O
28197,P(=O)(O)C1CCCCC1CCCO
28198,P(=O)(O)C1CCCCC1C(C(=O)O)
28199,P(=O)(O)C1CCCCC1C(C)
28200,P(=O)(O)C1CCCCC1C(C)=O
28201,P(=O)(O)C1CCCCC1(O)
28202,P(=O)(O)C1CCCCC1c1ccc([N+](=O)[O-])cc1
28203,P(=O)(O)C1CCCCC1CN
28204,P(=O)(O)C1CCCCC1CCOC(=O)
28205,P(=O)(O)C1CCCCC1OCO
28206,P(=O)(O)C1CCCCC1CO
28207,P(=O)(O)C1CCCCC1S(=O)(=O)
28208,P(=O)(O)C1CCCCC1c2ccccc2
28209,P(=O)(O)C1CCCCC1OCCOCC
28210,P(=O)(O)C1CCCCC1OC(=O)
28211,P(=O)(O)C1CCCCC1/N
28212,P(=O)(O)C1CCCCC1=N
28213,P(=O)(O)C1CCCCC1CCN(CC)C(=O)
28214,P(=O)(O)C1CCCCC1C(=O)N(CC)
28215,P(=O)(O)NC(=O)
28216,P(=O)(O)NC(c1ccccc1)
28217,P(=O)(O)NC(C(C)=O)
28218,P(=O)(O)NC(S(=O)(=O)O)
28219,P(=O)(O)NC(c2ccccc2)
28220,P(=O)(O)NC(C)
28221,P(=O)(O)NC(C)O
28222,P(=O)(O)NC(CC)
28223,P(=O)(O)C(=O)OCC(=O)
28224,P(=O)(O)C(=O)OCC(C)
28225,P(=O)(O)C(=O)OCCNC(=O)
28226,P(=O)(O)C(=O)OCCS
28227,P(=O)(O)C(=O)OCCO
28228,P(=O)(O)C(=O)OCCCO
28229,P(=O)(O)C(=O)OC(C(=O)O)
28230,P(=O)(O)C(=O)OC(C)
28231,P(=O)(O)C(=O)OC(C)=O
28232,P(=O)(O)C(=O)O(O)
28233,P(=O)(O)C(=O)Oc1ccc([N+](=O)[O-])cc1
28234,P(=O)(O)C(=O)OCN
28235,P(=O)(O)C(=O)OCCOC(=O)
28236,P(=O)(O)C(=O)OOCO
28237,P(=O)(O)C(=O)OCO
28238,P(=O)(O)C(=O)OS(=O)(=O)
28239,P(=O)(O)C(=O)Oc2ccccc2
28240,P(=O)(O)C(=O)OOCCOCC
28241,P(=O)(O)C(=O)OOC(=O)
28242,P(=O)(O)C(=O)O/N
28243,P(=O)(O)C(=O)OCCN(CC)C(=O)
28244,P(=O)(O)C(=O)OC(=O)N(CC)
28245,P(=O)(O)CC(=O)CC(C)
28246,P(=O)(O)CC(=O)CCNC(=O)
28247,P(=O)(O)CC(=O)CCS
28248,P(=O)(O)CC(=O)CCO
28249,P(=O)(O)CC(=O)CCCO
28250,P(=O)(O)CC(=O)C(C(=O)O)
28251,P(=O)(O)CC(=O)C(C)
28252,P(=O)(O)CC(=O)C(C)=O
28253,P(=O)(O)CC(=O)(O)
28254,P(=O)(O)CC(=O)c1ccc([N+](=O)[O-])cc1
28255,P(=O)(O)CC(=O)CN
28256,P(=O)(O)CC(=O)CCOC(=O)
28257,P(=O)(O)CC(=O)OCO
28258,P(=O)(O)CC(=O)CO
28259,P(=O)(O)CC(=O)S(=O)(=O)
28260,P(=O)(O)CC(=O)c2ccccc2
28261,P(=O)(O)CC(=O)OCCOCC
28262,P(=O)(O)CC(=O)OC(=O)
28263,P(=O)(O)CC(=O)/N
28264,P(=O)(O)CC(=O)CCN(CC)C(=O)
28265,P(=O)(O)CC(=O)C(=O)N(CC)
28266,P(=O)(O)CC(C)CCNC(=O)
28267,P(=O)(O)CC(C)CCS
28268,P(=O)(O)CC(C)CCO
28269,P(=O)(O)CC(C)=O
28270,P(=O)(O)CC(C)CCCO
28271,P(=O)(O)CC(C)C(C(=O)O)
28272,P(=O)(O)CC(C)C(C)
28273,P(=O)(O)CC(C)C(C)=O
28274,P(=O)(O)CC(C)(O)
28275,P(=O)(O)CC(C)c1ccc([N+](=O)[O-])cc1
28276,P(=O)(O)CC(C)CN
28277,P(=O)(O)CC(C)CCOC(=O)
28278,P(=O)(O)CC(C)OCO
28279,P(=O)(O)CC(C)CO
28280,P(=O)(O)CC(C)S(=O)(=O)
28281,P(=O)(O)CC(C)c2ccccc2
28282,P(=O)(O)CC(C)OCCOCC
28283,P(=O)(O)CC(C)OC(=O)
28284,P(=O)(O)CC(C)/N
28285,P(=O)(O)CC(C)=N
28286,P(=O)(O)CC(C)CCN(CC)C(=O)
28287,P(=O)(O)CC(C)C(=O)N(CC)
28288,P(=O)(O)Cc1ccc1
28289,P(=O)(O)Cc1ccc1O
28290,P(=O)(O)Cc1ccccc1O
28291,P(=O)(O)c2cccc(-n2)
28292,P(=O)(O)CC(NC(C)=O)
28293,P(=O)(O)CC(NS(=O)(=O)O)
28294,P(=O)(O)CC(Nc2ccccc2)
28295,P(=O)(O)CC(NC)
28296,P(=O)(O)CC(NC)O
28297,P(=O)(O)CC(NCC)
28298,P(=O)(O)CCNC(=O)CCS
28299,P(=O)(O)CCNC(=O)CCO
28300,P(=O)(O)CCNC(=O)CCCO
28301,P(=O)(O)CCNC(=O)C(C(=O)O)
28302,P(=O)(O)CCNC(=O)C(C)
28303,P(=O)(O)CCNC(=O)C(C)=O
28304,P(=O)(O)CCNC(=O)(O)
28305,P(=O)(O)CCNC(=O)c1ccc([N+](=O)[O-])cc1
28306,P(=O)(O)CCNC(=O)CN
28307,P(=O)(O)CCNC(=O)CCOC(=O)
28308,P(=O)(O)CCNC(=O)OCO
28309,P(=O)(O)CCNC(=O)CO
28310,P(=O)(O)CCNC(=O)S(=O)(=O)
28311,P(=O)(O)CCNC(=O)c2ccccc2
28312,P(=O)(O)CCNC(=O)OCCOCC
28313,P(=O)(O)CCNC(=O)OC(=O)
28314,P(=O)(O)CCNC(=O)/N
28315,P(=O)(O)CCNC(=O)CCN(CC)C(=O)
28316,P(=O)(O)CCNC(=O)C(=O)N(CC)
28317,P(=O)(O)CCSCCO
28318,P(=O)(O)CCS=O
28319,P(=O)(O)CCSCCCO
28320,P(=O)(O)CCSC(C(=O)O)
28321,P(=O)(O)CCSC(C)
28322,P(=O)(O)CCSC(C)=O
28323,P(=O)(O)CCS(O)
28324,P(=O)(O)CCSc1ccc([N+](=O)[O-])cc1
28325,P(=O)(O)CCSCN
28326,P(=O)(O)CCSCCOC(=O)
28327,P(=O)(O)CCSOCO
28328,P(=O)(O)CCSCO
28329,P(=O)(O)CCSS(=O)(=O)
28330,P(=O)(O)CCSc2ccccc2
28331,P(=O)(O)CCSOCCOCC
28332,P(=O)(O)CCSOC(=O)
28333,P(=O)(O)CCS/N
28334,P(=O)(O)CCS=N
28335,P(=O)(O)CCSCCN(CC)C(=O)
28336,P(=O)(O)CCSC(=O)N(CC)
28337,P(=O)(O)c1ccc1
28338,P(=O)(O)c1ccc1O
28339,P(=O)(O)c1ccccc1O
28340,P(=O)(O)c2cc(n2)
28341,P(=O)(O)Cn2CCN2
28342,P(=O)(O)Cn2CN2
28343,P(=O)(O)Cn2cc2
28344,P(=O)(O)CNC(C(C)=O)
28345,P(=O)(O)CNC(S(=O)(=O)O)
28346,P(=O)(O)CNC(c2ccccc2)
28347,P(=O)(O)CNC(C)
28348,P(=O)(O)CNC(C)O
28349,P(=O)(O)CNC(CC)
28350,P(=O)(O)C1COCCCC1
28351,P(=O)(O)C1CON1
28352,P(=O)(O)C1COOCC1
28353,P(=O)(O)C1COCCOCC1
28354,P(=O)(O)C1COC1
28355,P(=O)(O)C1COCCC1
28356,P(=O)(O)C1COc1
28357,P(=O)(O)C1COCCN1
28358,P(=O)(O)C1COc1O
28359,P(=O)(O)CCN2CN2
28360,P(=O)(O)CCN2cc2
28361,P(=O)(O)OCCN(C(C)=O)
28362,P(=O)(O)OCCN(S(=O)(=O)O)
28363,P(=O)(O)OCCN(c2ccccc2)
28364,P(=O)(O)OCCN(C)
28365,P(=O)(O)OCCN(C)O
28366,P(=O)(O)OCCN(CC)
28367,P(=O)(O)CCOCCCO
28368,P(=O)(O)CCOC(C(=O)O)
28369,P(=O)(O)CCOC(C)
28370,P(=O)(O)CCOC(C)=O
28371,P(=O)(O)CCO(O)
28372,P(=O)(O)CCOc1ccc([N+](=O)[O-])cc1
28373,P(=O)(O)CCOCN
28374,P(=O)(O)CCOCCOC(=O)
28375,P(=O)(O)CCOOCO
28376,P(=O)(O)CCOCO
28377,P(=O)(O)CCOS(=O)(=O)
28378,P(=O)(O)CCOc2ccccc2
28379,P(=O)(O)CCOOCCOCC
28380,P(=O)(O)CCOOC(=O)
28381,P(=O)(O)CCO/N
28382,P(=O)(O)CCOCCN(CC)C(=O)
28383,P(=O)(O)CCOC(=O)N(CC)
28384,P(=O)(O)CCCOC(C(=O)O)
28385,P(=O)(O)CCCOC(C)
28386,P(=O)(O)CCCOC(C)=O
28387,P(=O)(O)CCCO(O)
28388,P(=O)(O)CCCOc1ccc([N+](=O)[O-])cc1
28389,P(=O)(O)CCCOCN
28390,P(=O)(O)CCCOCCOC(=O)
28391,P(=O)(O)CCCOOCO
28392,P(=O)(O)CCCOCO
28393,P(=O)(O)CCCOS(=O)(=O)
28394,P(=O)(O)CCCOc2ccccc2
28395,P(=O)(O)CCCOOCCOCC
28396,P(=O)(O)CCCOOC(=O)
28397,P(=O)(O)CCCO/N
28398,P(=O)(O)CCCOCCN(CC)C(=O)
28399,P(=O)(O)CCCOC(=O)N(CC)
28400,P(=O)(O)C(C(=O)O)C(C)
28401,P(=O)(O)C(C(=O)O)C(C)=O
28402,P(=O)(O)C(C(=O)O)(O)
28403,P(=O)(O)C(C(=O)O)c1ccc([N+](=O)[O-])cc1
28404,P(=O)(O)C(C(=O)O)CN
28405,P(=O)(O)C(C(=O)O)CCOC(=O)
28406,P(=O)(O)C(C(=O)O)OCO
28407,P(=O)(O)C(C(=O)O)CO
28408,P(=O)(O)C(C(=O)O)S(=O)(=O)
28409,P(=O)(O)C(C(=O)O)c2ccccc2
28410,P(=O)(O)C(C(=O)O)OCCOCC
28411,P(=O)(O)C(C(=O)O)OC(=O)
28412,P(=O)(O)C(C(=O)O)/N
28413,P(=O)(O)C(C(=O)O)=N
28414,P(=O)(O)C(C(=O)O)CCN(CC)C(=O)
28415,P(=O)(O)C(C(=O)O)C(=O)N(CC)
28416,P(=O)(O)CCCC1OCC1
28417,P(=O)(O)CCCC1CCOCC1
28418,P(=O)(O)CCCC1CCC1
28419,P(=O)(O)CCCC1CCN1
28420,P(=O)(O)N1OCC1
28421,P(=O)(O)N1CCOCC1
28422,P(=O)(O)N1CCC1
28423,P(=O)(O)N1CCN1
28424,P(=O)(O)C(C)C(C)=O
28425,P(=O)(O)C(C)(O)
28426,P(=O)(O)C(C)c1ccc([N+](=O)[O-])cc1
28427,P(=O)(O)C(C)CN
28428,P(=O)(O)C(C)CCOC(=O)
28429,P(=O)(O)C(C)OCO
28430,P(=O)(O)C(C)CO
28431,P(=O)(O)C(C)S(=O)(=O)
28432,P(=O)(O)C(C)c2ccccc2
28433,P(=O)(O)C(C)OCCOCC
28434,P(=O)(O)C(C)OC(=O)
28435,P(=O)(O)C(C)/N
28436,P(=O)(O)C(C)=N
28437,P(=O)(O)C(C)CCN(CC)C(=O)
28438,P(=O)(O)C(C)C(=O)N(CC)
28439,P(=O)(O)OCC1CCOCC1
28440,P(=O)(O)OCC1CCC1
28441,P(=O)(O)OCC1CCN1
28442,P(=O)(O)CCOCC1CCC1
28443,P(=O)(O)CCOCC1CCN1
28444,P(=O)(O)C1CCC1
28445,P(=O)(O)C1CCN1
28446,P(=O)(O)c2cccc(n2)
28447,P(=O)(O)CCC1CCN1
28448,P(=O)(O)CN2cc2
28449,P(=O)(O)N(CS(=O)(=O)O)
28450,P(=O)(O)N(Cc2ccccc2)
28451,P(=O)(O)N(CC)
28452,P(=O)(O)N(CC)O
28453,P(=O)(O)N(CCC)
28454,P(=O)(O)[N+](S(=O)(=O)O)
28455,P(=O)(O)[N+](c2ccccc2)
28456,P(=O)(O)[N+](C)
28457,P(=O)(O)[N+](C)O
28458,P(=O)(O)[N+](CC)
28459,P(=O)(O)c1cnc1
28460,P(=O)(O)c1cnc1O
28461,P(=O)(O)c1cnccc1O
28462,P(=O)(O)Cc1cnc1
28463,P(=O)(O)Cc1cnc1O
28464,P(=O)(O)Cc1cnccc1O
28465,P(=O)(O)CCC(NS(=O)(=O)O)
28466,P(=O)(O)CCC(Nc2ccccc2)
28467,P(=O)(O)CCC(NC)
28468,P(=O)(O)CCC(NC)O
28469,P(=O)(O)CCC(NCC)
28470,P(=O)(O)/N=N/C(C)=O
28471,P(=O)(O)/N=N/c1ccc([N+](=O)[O-])cc1
28472,P(=O)(O)/N=N/CN
28473,P(=O)(O)/N=N/CCOC(=O)
28474,P(=O)(O)/N=N/OCO
28475,P(=O)(O)/N=N/CO
28476,P(=O)(O)/N=N/S(=O)(=O)
28477,P(=O)(O)/N=N/c2ccccc2
28478,P(=O)(O)/N=N/OCCOCC
28479,P(=O)(O)/N=N/OC(=O)
28480,P(=O)(O)/N=N/CCN(CC)C(=O)
28481,P(=O)(O)/N=N/C(=O)N(CC)
28482,P(=O)(O)(O)c1ccc([N+](=O)[O-])cc1
28483,P(=O)(O)(O)CN
28484,P(=O)(O)(O)CCOC(=O)
28485,P(=O)(O)(O)OCO
28486,P(=O)(O)(O)CO
28487,P(=O)(O)(O)S(=O)(=O)
28488,P(=O)(O)(O)c2ccccc2
28489,P(=O)(O)(O)OCCOCC
28490,P(=O)(O)(O)OC(=O)
28491,P(=O)(O)(O)/N
28492,P(=O)(O)(O)=N
28493,P(=O)(O)(O)CCN(CC)C(=O)
28494,P(=O)(O)(O)C(=O)N(CC)
28495,P(=O)(O)c1ccc(O)c(O)c1
28496,P(=O)(O)c1ccc(O)c(O)c1O
28497,P(=O)(O)c1ccc(O)c(O)ccc1O
28498,P(=O)(O)c1CCN1
28499,P(=O)(O)c1ccc1O
28500,P(=O)(O)c1ccc([N+](=O)[O-])cc1CN
