smiles,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_P_atoms,num_of_S_atoms
C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb3e0>,20,2,0,0,0
CC[C@H](C)Sc1nncn1-c1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb370>,13,0,3,0,1
COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb300>,19,3,2,0,0
C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb290>,19,2,1,0,0
Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb220>,23,4,1,0,1
Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb1b0>,15,1,3,0,0
C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb140>,12,3,1,0,0
NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb0d0>,22,4,3,0,1
CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abb060>,11,3,2,0,1
C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1[C@H]1COc2ccccc2O1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abaff0>,19,4,5,0,1
CC(=O)N[C@@H](CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abaf80>,20,3,4,0,0
CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abaf10>,20,1,3,0,1
COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abaea0>,19,3,2,0,0
COCCN1[C@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abae30>,15,2,3,0,0
CSc1nncn1/N=C\c1cc(Cl)ccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abadc0>,10,0,4,0,1
CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abad50>,12,3,1,0,0
C[C@@H](CCO)SCc1ccccc1OC(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abace0>,12,2,0,0,1
C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abac70>,18,3,2,0,0
COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abac00>,18,4,3,0,0
Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abab90>,19,0,5,0,0
O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abab20>,19,4,2,0,0
CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abaab0>,19,2,4,0,0
Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4abaa40>,16,1,5,0,0
C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba9d0>,15,0,4,0,1
COc1cc(OC)cc([C@@H](N[C@@H](C)c2ccc(F)cn2)c2[nH+]ccn2C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba960>,20,2,4,0,0
CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba8f0>,15,3,3,0,1
CCc1nc2n(n1)CCC[C@H]2NC(=O)c1ccc(-n2cc(C)cn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba880>,19,1,6,0,0
C[C@@H](NC(=O)c1ccccc1CSc1nc2ccccc2[nH]1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba810>,20,1,3,0,1
O=C([C@H]1CCCN1S(=O)(=O)N1CCCCC1)N1CCSCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba7a0>,14,3,3,0,2
Cn1c(=O)c(=O)n(CC(=O)N2CCC3(CC2)OCCO3)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba730>,17,5,4,0,0
COc1ccc(C(=O)N(CC2=CC=C[C@@H]3N=CC=C23)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba6c0>,20,2,2,0,0
CCc1ccc(-c2nc(N)ccc2[N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba650>,13,2,3,0,0
c1csc([C@@H]2CN(Cc3cnc(C4CCC4)s3)CCO2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba5e0>,16,1,2,0,2
O=S(=O)(/N=C(\[O-])c1ccsc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba570>,9,3,2,0,2
Cc1nccn1CC(=O)N1CCCC[C@@H]1CCNC(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba500>,20,2,4,0,0
C[C@H](Sc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)C(=O)Nc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba490>,23,4,4,0,1
COc1ccc(-n2nnc(-c3nc(-c4ccc5c(c4)OCO5)cs3)c2C)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba420>,21,4,4,0,1
CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)C(C)(C)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba3b0>,17,3,2,0,1
Cc1cc(S(=O)(=O)N2CCN(C(=O)[C@H]3C[C@H]3c3ccc(Cl)cc3)CC2)c(C)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba340>,20,3,2,0,2
O=C(Nc1ccc(Oc2ccc(Cl)nn2)cc1)[C@@H](O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba2d0>,18,3,3,0,0
CCCc1cc(=O)n2c(n1)SC[C@@H]2CC(=O)Nc1cccc(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba260>,17,2,3,0,1
Cc1ccc(NC(=O)CSc2nnc([C@@H]3CCCN3C(=O)c3cccc(C)c3)n2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba1f0>,24,2,5,0,1
Cc1noc(C)c1CCCNC(=O)N[C@H]1CC(=O)N(C2CC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba180>,16,3,4,0,0
CC(C)(C)[C@@H]1CCC(=O)[C@@H](CN2CCOCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba110>,15,2,1,0,0
COc1cc(/C=C2\SC([N-]c3cccc(C(=O)[O-])c3)=NC2=O)cc(OC)c1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba0a0>,19,6,2,0,1
C=CCO[C@H](C)C(=O)Nc1ccc(F)cc1Br,<rdkit.Chem.rdchem.Mol object at 0x7f09c4aba030>,12,2,1,0,0
O=C(CN1CCN(Cc2ccc(F)c(F)c2)CC1)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9fc0>,17,1,2,0,1
CC[NH+]1C[C@H](c2ccccc2)CC2(CCN(C(=O)c3ccon3)CC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9f50>,21,2,3,0,0
C[C@H]1C[C@H]([NH+]2CC[C@H](S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9ee0>,16,2,2,0,1
CC[C@H](Sc1cc(C)c2cccc(C)c2n1)C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9e70>,22,3,4,0,3
COC(=O)[C@]1(NC2CC2)CC[C@H](Sc2ncc(C)cn2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9e00>,15,2,3,0,1
COc1ccccc1Nc1nn(CN(C)OC)c(=S)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9d90>,12,2,4,0,2
Cc1cc(C)c(C)c(S(=O)(=O)/N=C(\[O-])c2cc(C3CC3)n(C(C)(C)C)n2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9d20>,21,3,3,0,1
CC(C)(O)C#Cc1ccc(C[NH2+][C@H]2CCCN(c3nc4ccccc4s3)C2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9cb0>,22,1,3,0,2
COc1ccc(OC)c(S(=O)(=O)n2cc3c(=O)n(C)c(=O)n(C)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9c40>,15,6,4,0,1
C/[NH+]=C(/NCc1noc(C(C)(C)C)n1)N[C@@H](C)c1ccc(F)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9bd0>,17,1,5,0,0
Cc1nnsc1C(=O)Nc1nnc(-c2ccc(Br)cc2)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9b60>,12,2,5,0,1
CCN(Cc1ccc(OC)c(OC)c1)C(=O)C[NH+]1CC[C@@H](C)[C@H](O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9af0>,19,4,2,0,0
O=C([O-])[C@H]1CCCCN1C(=O)CSCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9a80>,15,3,1,0,1
Cc1cccc([C@H](O)C[C@@H]2CCCCC[NH2+]2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9a10>,15,1,1,0,0
O=C(C1CCCCC1)N1CCN(Cn2cc(Br)cn2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab99a0>,15,1,4,0,0
Cc1ccccc1COc1ccc([C@@H]2C3=C(CCCC3=O)Nc3nnnn32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9930>,22,2,5,0,0
CCO[C@@H]1C[C@@H]([NH+](C)C[C@@H]2CCCN(S(C)(=O)=O)C2)C12CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab98c0>,19,3,2,0,1
CCn1c(=O)c(=O)[nH]c2cc(C(=O)NN3C(=O)N[C@](C)(c4ccccc4)C3=O)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9850>,21,5,5,0,0
COc1cc(OC)cc([C@@H](NC(=O)N(C)C2CCCCC2)c2nccn2C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab97e0>,21,3,4,0,0
O=C1[C@@H]2[C@H](C(=O)N1CN(C(=O)C(F)(F)F)c1cccc(C(F)(F)F)c1)[C@H]1C=C[C@@H]2C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9770>,19,3,2,0,0
CCNc1ncc(COc2cccc3ccccc23)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9700>,16,1,2,0,1
Cc1noc(C)c1CCCNC(=O)c1c(C)nn(Cc2ccccc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9690>,21,2,4,0,0
C[C@H]([NH2+]C1C[C@H](C)O[C@@H](C)C1)c1c[nH]c2cc(F)ccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9620>,17,1,2,0,0
C/C(=C1/SC(=O)N(c2ccc(Cl)cc2)C1=O)c1ccc(Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab95b0>,17,2,1,0,1
Cc1ccc(NC(=O)C[C@H]2SC([N-]c3ccc(N(C)C)cc3)=NC2=O)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9540>,21,2,4,0,1
CO[C@H]1CCCC[C@H]1NC(=O)NC[C@H](c1cccc(F)c1)[NH+](C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab94d0>,18,2,3,0,0
Cc1nn(C)c(C)c1CN[C@H]1CCC[NH2+]C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9460>,12,0,4,0,0
Cc1cc(=O)[nH]c(SCC(=O)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab93f0>,17,2,3,0,1
COC1CC[NH+](Cn2nc(-c3ccc(C)cc3)n(C)c2=S)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9380>,17,1,4,0,1
C[NH2+][C@]1(C(=O)[O-])CCC[C@@H](OCC2CCCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9310>,15,3,1,0,0
Cc1nnc(SCC(=O)c2cc(C)n(CC(F)(F)F)c2C)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab92a0>,13,1,3,0,2
CC(C)CN(CCC#N)C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9230>,14,4,3,0,0
Cc1cc(CN2CCN3C(=O)NC[C@@H]3C2)cc(C)c1OC(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab91c0>,16,2,3,0,0
CCNC(=O)c1cccc(NC(=O)NCCCSC)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9150>,14,2,3,0,1
Cn1c(-c2cccc3ccccc23)nn(CN2CCOCC2)c1=S,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab90e0>,18,1,4,0,1
CCCCCN1C(=O)/C(=C/c2ccc(O)c(OCC)c2)SC1=S,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9070>,17,3,1,0,2
N#CCCN(Cc1ccccc1)C(=S)NC(=O)c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab9000>,18,1,3,0,1
CCCS(=O)(=O)c1ccccc1C(=O)Nc1nnc(CC)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8f90>,14,3,3,0,2
CNC(=O)[C@H](C)CN(C)Cc1cc(=O)n2cccc(C)c2[nH+]1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8f20>,16,2,4,0,0
COCCNC(=O)/C(C#N)=C/c1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8eb0>,13,3,2,0,0
CNC(=O)CN1c2ccccc2C(=O)N(C)[C@H]1c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8e40>,18,3,3,0,0
CC(=O)N[C@H](C)C(=O)Nc1ccc(Sc2nncs2)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8dd0>,13,2,4,0,2
CC[n+]1c(N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8d60>,17,1,3,0,0
COC(=O)CCCc1nnc(NC(=O)N2CCC[C@@H]3CCC[C@@H]32)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8cf0>,16,3,4,0,1
O=C(N[C@H]1CCCC[C@H]1OC1CCCC1)c1ccc([N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8c80>,18,4,2,0,0
O=C(CCOc1ccccc1)NNC(=O)CC1(O)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8c10>,16,4,2,0,0
C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8ba0>,11,3,2,0,0
O=C(CCn1ccccc1=O)NCC1(c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8b30>,18,2,2,0,0
COc1cc(C)c([C@@H](C)NC(=O)CSC2CCCC2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8ac0>,18,3,1,0,1
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8a50>,12,3,3,0,0
Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab89e0>,17,2,2,0,0
Cn1cccc1Cc1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)n1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8970>,19,3,5,0,1
C[C@@H](C#N)CNC(=O)c1cccc(Oc2cccc(C(F)(F)F)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8900>,18,2,2,0,0
Cc1oc(-c2ccccc2)nc1CCNC(=O)c1ccc([S@@](C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8890>,20,3,2,0,1
CCc1noc(C)c1C[NH+](C[C@@H]1CCCCO1)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8820>,16,2,2,0,0
Cc1ccccc1Oc1cc(Br)ccc1C[NH3+],<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab87b0>,14,1,1,0,0
CCc1cccc(CC)c1NC(=O)NC1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8740>,14,1,2,0,0
CC[NH+]1CCN(C2(CNC(=O)c3ccccc3Br)CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab86d0>,20,1,3,0,0
CCCCn1nc(C)c(C[NH2+]C[C@@H](C)O)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8660>,12,1,3,0,0
C/C=C/C=C/C(=O)N1C[C@H](C)[C@H](C(=O)OC)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab85f0>,13,3,1,0,0
COc1cccc(OC)c1OC1CC[NH+](Cc2ccc([C@H]3C[C@@H]3C)o2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8580>,22,4,1,0,0
COC(=O)c1cc(CSc2nnc(-c3cccnc3)n2-c2ccccc2F)oc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8510>,21,3,4,0,1
CCOc1ccc2cc(C(=O)NCc3ccccc3)c(=[NH2+])oc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab84a0>,19,3,2,0,0
O[C@H]1CCN(c2ccnc(N3CCc4[nH]c5ccc(Cl)cc5c4C3)n2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8430>,19,1,5,0,0
O=S(=O)(NC[C@H](O)c1ccc(C(F)(F)F)cc1)c1cc(F)ccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab83c0>,15,3,1,0,1
O=C(CSc1ccc2c(c1)OCCCO2)NC(=O)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8350>,16,4,1,0,2
C[NH+](C)CCSc1ccc(NC(=O)C2CC2)nn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab82e0>,12,1,4,0,1
Cc1ccc(C)c(NC(=S)NCCc2cccs2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8270>,15,0,2,0,2
CNc1ncc(F)c(-c2cccc(Cl)c2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8200>,11,0,3,0,0
Cc1ccc(-c2nnc(SCC(=O)Nc3ccc(CC#N)cc3)n2N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8190>,19,1,6,0,1
CCN(CC)C(=O)c1ccccc1OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8120>,13,3,1,0,0
Cc1ccc(-c2nc(-c3ccc(OCC(F)(F)F)nc3)no2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab80b0>,16,2,3,0,0
COc1ccc([C@@H](CNc2nc3ccccc3o2)N2CCOCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4ab8040>,20,3,3,0,0
CNC(=O)[C@H]1CCCC[C@H]1[NH2+][C@H](C)c1cc(C)cc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd2ff0>,18,1,2,0,0
CCN[C@H](c1cccnc1)C1([NH+]2CCCCC2)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd3140>,18,0,3,0,0
Cn1ncc2c(NCc3ccco3)nc(CCc3ccccc3)nc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0040>,19,1,5,0,0
Cn1cc[nH+]c1C[C@H]1CCC[NH+](Cc2ncc(-c3ccccc3Cl)o2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd00b0>,20,1,4,0,0
Cc1cc(N2CC[C@H](C)[C@H](O)C2)nc(C)[nH+]1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0120>,12,1,3,0,0
Cc1nnc(CCC[NH+]2CCC(CC[NH+]3CCCC[C@@H]3C)CC2)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0190>,19,1,4,0,0
CCc1nn(C)cc1CNC(=O)C1(CC)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0200>,14,1,3,0,0
COc1ccc(N2/C(=N/C(=O)CCCC(=O)[O-])S[C@@H]3CS(=O)(=O)C[C@H]32)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0270>,17,6,2,0,2
CC(=O)C1=C([O-])C(=O)N(CCC2=c3ccccc3=[NH+][C@H]2C)[C@H]1c1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd02e0>,23,3,2,0,0
COc1cc(C)c(C(=O)N[C@H]2C[C@H](C)N(c3ccccc3)C2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0350>,21,3,2,0,0
Cc1ccc([C@H]2C[C@@H]2NC(=O)N2CCC(C(N)=O)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd03c0>,18,2,3,0,0
Cc1nc2n(n1)CCC[C@@H]2N[C@@H]1CCc2c(Cl)cc(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0430>,16,0,4,0,0
CC(C)Oc1ccc(-c2nc(C(=O)O[C@@H](C)[C@@H]3CCOC3)cs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd04a0>,19,4,1,0,1
CN(C[C@@H]1CCCN(C(=O)NCCc2ccc(F)cc2)C1)C(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0510>,21,3,3,0,0
COc1cc(Cl)c(C)cc1NC(=O)[C@H](C)N1CCN(S(=O)(=O)c2c(C)noc2C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0580>,20,5,4,0,1
Cc1nc(-c2ccc(Cl)s2)sc1C(=O)N[C@H]1C[C@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd05f0>,13,1,2,0,2
COc1cc(F)c([C@H]([NH3+])c2ccc(SC)cc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0660>,16,2,1,0,1
Cc1ccc(-n2ccnc2SCC(=O)N(CC(N)=O)C(C)C)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd06d0>,18,2,4,0,1
Cc1cccc(/C=C2\SC(=S)N(c3c(C)cccc3C)C2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0740>,19,1,1,0,2
CC1=C(C(=O)OC(C)C)[C@H](C)N=C1C(=O)Nc1ncc(C)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd07b0>,15,3,3,0,1
COC(=O)c1cccc(C(=O)N2C[C@@H](c3ccc(F)cc3)C[C@H]2C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0820>,20,3,1,0,0
O=C(NCCCn1ncccc1=O)[C@@H]1CC(=O)N(c2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0890>,18,3,4,0,0
CCC(=O)N1CCCN(C(=O)N[C@@H]2CCc3ccccc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0900>,18,2,3,0,0
Cc1cccc([C@@H](C)[NH2+]CCS(=O)(=O)C(C)(C)C)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0970>,16,2,1,0,1
Cc1ccc(-c2cnc(CCC(=O)NCC(C)(C)c3ccncc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd09e0>,22,2,3,0,0
Cc1cc(NN)c2cccc(OC(F)(F)F)c2[nH+]1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0a50>,11,1,3,0,0
C[C@H]1CCC[C@@H](C(=O)Nc2cccc(OCCc3ccccc3)c2)[NH2+]1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0ac0>,21,2,2,0,0
Cn1ncnc1CCNC(=O)[C@H]1C[C@@H]1c1cc(Cl)cc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0b30>,15,1,4,0,0
CC[C@H](Sc1nnc2cc(C)c3cc(C)cc(C)c3n12)C(=O)Nc1nnc(COC)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0ba0>,21,2,6,0,2
CCOc1ccc(S(=O)(=O)N2CCC(c3nnc(C4CC4)o3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0c10>,18,4,3,0,1
Cc1cc2nc(C)c(CCC(=O)NC[C@@H](c3ccccc3)N3CCOCC3)c(C)n2n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0c80>,24,2,5,0,0
COc1ccc(N2C(=O)CS[C@H]2c2ccc(Cl)cc2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0cf0>,16,2,1,0,1
C/C=C(\C)[C@@H]1C=C[C@@H]2C[C@H](C)C[C@H](C)[C@@H]2[C@@H]1C(=O)C1=C([O-])[C@H](C[C@](C)(O)C(=O)[O-])NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0d60>,25,6,1,0,0
CS(=O)(=O)c1ccc(NC(=O)N2CCC[C@H]2CC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0dd0>,19,3,2,0,1
COc1ccc(C(=O)OCc2nc3ccccc3s2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0e40>,15,3,2,0,1
COc1ccc(S(=O)(=O)Nc2ccccc2-n2nc(C)cc2C)cc1NC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0eb0>,20,4,4,0,1
